time,p_EE_x,p_EE_y,p_EE_z,p_d_x,p_d_y,p_d_z,p_end_x,p_end_y,p_end_z,e_p_x,e_p_y,e_p_z,pdot_x,pdot_y,pdot_z,f_x,f_y,f_z,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7
0.198000,0.334213,-0.000192,0.584907,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027377,0.000243,-0.097917,0.118981,-0.000003,0.836533,-5.117277,0.024358,-26.522325,0.045004,1.238734,-0.578681,7.115462,0.733768,-1.928343,0.001224
0.199000,0.334329,-0.000203,0.585753,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027493,0.000254,-0.098763,0.117121,-0.003696,0.836110,-5.091687,0.099294,-26.598536,0.065598,1.253938,-0.554497,7.078196,0.749043,-1.935019,0.001293
0.200000,0.334443,-0.000218,0.586562,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027607,0.000268,-0.099572,0.115743,-0.009142,0.827723,-5.075553,0.209690,-26.511624,0.094644,1.263423,-0.518644,7.110570,0.771514,-1.919650,0.001371
0.201000,0.334550,-0.000228,0.587402,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027714,0.000279,-0.100412,0.113373,-0.010073,0.827677,-5.038826,0.229323,-26.594773,0.100321,1.293971,-0.510661,7.055168,0.775114,-1.926388,0.001365
0.202000,0.334653,-0.000228,0.588222,0.306836,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027817,0.000279,-0.101232,0.108517,-0.007000,0.823487,-4.952026,0.167869,-26.592937,0.080558,1.329154,-0.532096,7.035483,0.761561,-1.911957,0.001255
0.203000,0.334758,-0.000223,0.589058,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.027922,0.000273,-0.102068,0.105892,-0.003100,0.827262,-4.910027,0.089314,-26.752049,0.055824,1.367334,-0.559284,6.940219,0.744317,-1.929283,0.001201
0.204000,0.334862,-0.000216,0.589903,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028026,0.000267,-0.102913,0.103530,-0.000292,0.828541,-4.873178,0.032524,-26.862117,0.042087,1.397650,-0.573970,6.873023,0.732442,-1.940009,0.001163
0.205000,0.334965,-0.000216,0.590724,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028129,0.000267,-0.103734,0.101085,-0.000577,0.827219,-4.834584,0.038233,-26.917780,0.049483,1.421436,-0.565044,6.834161,0.733953,-1.942071,0.001117
0.206000,0.335072,-0.000217,0.591571,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028235,0.000268,-0.104581,0.102920,-0.001913,0.833046,-4.881932,0.065061,-27.119024,0.057287,1.450353,-0.555641,6.717464,0.738664,-1.981771,0.001121
0.207000,0.335175,-0.000217,0.592420,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028338,0.000268,-0.105430,0.102345,-0.002842,0.845157,-4.880709,0.083597,-27.446165,0.067469,1.496356,-0.544240,6.539217,0.741999,-2.032061,0.001085
0.208000,0.335275,-0.000218,0.593278,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028438,0.000269,-0.106288,0.101440,-0.003171,0.849150,-4.872640,0.090280,-27.611834,0.069097,1.522540,-0.541584,6.449554,0.742816,-2.056095,0.001108
0.209000,0.335382,-0.000231,0.594127,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028545,0.000282,-0.107137,0.102757,-0.006564,0.840202,-4.909653,0.159493,-27.517761,0.084506,1.524070,-0.521804,6.485411,0.756550,-2.048945,0.001174
0.210000,0.335487,-0.000248,0.594942,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028650,0.000299,-0.107952,0.103949,-0.009359,0.832017,-4.943989,0.217073,-27.435509,0.098637,1.527704,-0.503195,6.512212,0.768105,-2.043256,0.001224
0.211000,0.335589,-0.000260,0.595787,0.306837,0.000051,0.486990,0.316833,0.000051,0.486990,-0.028752,0.000311,-0.108797,0.103912,-0.011652,0.836424,-4.953400,0.264125,-27.608166,0.109546,1.556906,-0.489087,6.413361,0.776877,-2.071860,0.001266
